,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,1.0000,1.0000,0.3120,0.0821
r_e,2.9349,15.1322,33.4215,16.9316,43.2428
n,1.8637,2.3251,1.9308,2.5482,2.9978
x_0,36.0806,52.0000,58.3126,68.0000,81.0000
