,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.9997,0.9999,1.0000,0.2995,0.3426
r_e,2.9049,37.8626,33.9888,20.3125,15.1364
n,2.1789,2.5431,2.0578,2.6561,2.1218
x_0,34.9375,51.7038,57.1000,67.6092,80.6228
