,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3379,0.7425,0.7145,0.8935,0.1162
r_e,7.0956,8.8502,5.6035,4.0236,17.6446
n,1.8700,1.0986,0.8213,1.5380,2.6358
x_0,34.5241,50.7043,57.0059,66.4519,79.4750
