,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.4155,0.8384,0.1328,0.8565,0.1697
r_e,2.8411,4.9571,27.6831,1.9066,4.2451
n,0.7326,0.5494,1.3098,0.5783,1.0873
x_0,34.4505,51.0951,57.9800,66.4711,79.1557
