,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,-0.856,-0.841,-0.628,-0.207,0.365,1.416,3.882,7.147,3.627,3.607,4.096,9.565,8.087,3.831,3.504,1.947,0.237,0.044,-0.232,-0.656
Continuum_2,1.538,1.435,1.989,2.376,3.092,4.306,6.919,10.389,7.806,8.474,8.798,16.273,15.892,8.587,7.227,5.201,3.341,2.712,2.223,1.772
Continuum_3,1.289,1.497,1.913,2.263,3.372,4.819,7.235,10.822,7.386,8.661,10.472,20.913,20.512,10.419,9.128,6.511,3.646,3.027,2.081,1.598
