Name,Flux,Error_flux
Hgamma,1.1229133110441003,0.1751035772885853
Hbeta,2.6476788135040676,0.15832337811089522
Halpha,11.479033176669141,0.1310959659508406
[SII]6716,1.317212922022062,0.08539179319706298
[SII]6731,1.2551928099936713,0.08951463601791301
HeII4687,0.0,0.05046990426459979
HeI5876,0.3535055615183835,0.023479688500965608
[OIII]4959,0.6009658425448499,0.12988164573720673
[OIII]5007,1.8028975276345496,0.12988164573720673
[OI]6300,0.1467856480104746,0.02575731292695559
[OI]6364,0.04892854933682487,0.02575731292695559
[NII]6548,1.581822949933973,0.0842516361789417
[NII]6583,4.745468849801919,0.0842516361789417
