,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,4.758,4.392,5.409,8.208,6.222
Continuum_2,7.186,7.188,8.309,14.453,8.541
Continuum_3,6.169,6.602,8.467,13.334,9.207
