Line,Flux,Error flux
Hgamma,0.11755184361580369,0.028410240909012507
Hbeta,0.47986330634141144,0.03593108262980906
Halpha,2.89070535248427,0.03172126994424363
[SII]6716,0.3873657732712995,0.039357381495694524
[SII]6731,0.3218448426184098,0.024541799038666004
HeII4687,0.04184162660043195,0.008741546357782744
HeI5876,0.054637230630121915,0.023019590251686328
[OIII]5007_d,0.1749523968273249,0.018335844710495857
[OI]6300_d,0.08256508642901884,0.027333612067153942
[NII]6583_d,1.4969162404863294,0.030781796411590845
