,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.7126,0.4597,0.3700,0.0619,0.0111
r_e,2.1458,3.2484,13.3742,6.5531,128.0955
n,0.9838,1.2318,0.5509,1.2244,2.1569
x_0,31.7678,36.8027,41.7536,59.9460,43.5063
