,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.476,0.451,0.500,0.273,0.102
Continuum_2,0.342,0.499,0.363,0.209,0.104
Continuum_3,0.244,0.488,0.284,0.158,0.099
