,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,18.804,17.616,21.037,17.245,9.668
Continuum_2,15.727,19.248,18.348,17.021,13.486
Continuum_3,17.225,26.705,25.032,20.400,11.564
