Name,Flux,Error flux
Hgamma,0.5321027632113129,0.04112637553940827
Hbeta,1.578696321437242,0.15027003491963753
Halpha,10.214564022705515,0.1873573264792725
[SII]6716,1.534411222755536,0.04791157920538519
[SII]6731,1.2194353903832142,0.04616374288071613
HeII4687,0.008144890471870768,0.010676540400675907
HeI5876,0.2690815246247003,0.030904198205130115
[OIII]5007_d,1.4681764102941708,0.09584556070851122
[OI]6300_d,0.34864536261452467,0.04737592579372316
[NII]6583_d,3.777923687907375,0.07432577739941787
