,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.059,0.059,0.138,0.482,0.325
Continuum_2,0.050,0.052,0.111,0.402,0.281
Continuum_3,0.040,0.045,0.089,0.328,0.241
