,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,5.110,6.169,9.495,18.668,15.596
Continuum_2,6.492,8.789,10.476,17.362,17.295
Continuum_3,5.642,7.402,10.473,21.311,18.663
