Line,Flux,Error flux
Hgamma,1.9496677004562024,0.19627503725553253
Hbeta,5.604064515434891,0.46830282129960704
Halpha,18.531419735427168,0.45133858953694705
[SII]6716,2.7343275489661445,0.0949769298647993
[SII]6731,1.97997629057792,0.06371776632060175
HeII4687,0.02456467028381953,0.004848838438062754
HeI5876,0.5396260402696708,0.08919957424642251
[OIII]5007_d,3.529519504472816,0.31930324356940504
[OI]6300_d,0.42686322788678205,0.018915238518112214
[NII]6583_d,6.862725769594647,0.13691783623318454
