Line,Flux,Error flux
Hgamma,0.487284327604774,0.13768042339852987
Hbeta,1.9068813762108483,0.24959183143835573
Halpha,13.79041585323136,0.46616714254540326
[SII]6716,2.2839258939772664,0.04101930054408644
[SII]6731,1.6737515926658586,0.026337884624784466
HeII4687,0.04108976954444341,0.018771930969299487
HeI5876,0.29746811991552696,0.03691241240095428
[OIII]5007_d,0.6625855398184382,0.07001371457642827
[OI]6300_d,0.3136198358512032,0.025271344004880906
[NII]6583_d,6.206969956964361,0.08197178272282232
