,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.034,0.032,0.024,0.060,0.035
Continuum_2,0.012,0.021,0.017,0.015,0.011
Continuum_3,0.011,0.014,0.011,0.012,0.011
