,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,3.655,13.086,13.300,3.892,3.277
Continuum_2,9.579,20.155,14.533,11.669,8.127
Continuum_3,8.834,29.108,16.919,10.428,6.197
