,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.4560,0.7004,0.1132,0.8140,0.2531
r_e,10.6261,4.9932,0.1012,49.5898,19.8465
n,0.9715,0.2345,2.3841,1.7062,2.0697
x_0,13.7053,30.1499,34.6463,53.7451,86.0789
