,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0116,0.2497,0.6572,0.0541,0.0224
r_e,22.4615,0.1156,0.0350,49.9430,14.5231
n,1.5036,1.0033,2.1324,1.7845,1.8075
x_0,15.8295,30.9488,35.6867,56.1704,87.6890
