,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0379,0.0580,0.0955,0.0496,0.0530
r_e,8.6375,3.9298,1.1071,50.0000,5.9849
n,0.9517,0.2786,0.7136,1.8895,0.9576
x_0,15.1472,30.2778,36.2132,55.8558,87.9542
