,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3595,0.5381,0.0000,0.9796,1.0000
r_e,12.6954,5.0000,4.5640,40.0399,6.0649
n,1.2034,0.3778,0.3490,1.4813,1.2145
x_0,12.7264,30.1479,36.8462,53.4924,86.0778
