,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0168,0.0234,0.0437,0.0438,0.0038
r_e,11.5413,8.3487,1.3875,49.7867,48.1753
n,1.3319,0.5277,0.1164,1.6918,3.0543
x_0,12.5289,27.5502,32.3466,53.6956,85.0000
