,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0452,0.0400,0.0021,0.0477,0.0206
r_e,5.5435,5.5170,1.0301,42.0006,11.4123
n,0.8510,0.1057,4.4818,1.6202,1.9602
x_0,12.1563,27.1984,33.6437,53.6563,84.8984
