,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,24.084,19.304,17.381,28.125,25.534
Continuum_2,24.073,20.732,20.284,27.748,25.086
Continuum_3,20.599,19.955,21.957,18.888,21.243
