Name,Flux,Error_flux
Hgamma,2.692549106704854,0.1555191613947822
Hbeta,6.57751092896811,0.5902657837189511
Halpha,24.670325592969963,0.5317750451957555
[SII]6716,5.831771647988911,0.20976535624943307
[SII]6731,4.054960792063173,0.18528316144918594
HeII4687,0.056661521616016855,0.03603283950044404
HeI5876,0.4287357510073535,0.04976114228013899
[OIII]4959,0.6831019227642418,0.16604269688118345
[OIII]5007,2.0493057682927254,0.16604269688118345
[OI]6300,0.6406523338919525,0.05675044650916008
[OI]6364,0.2135507779639842,0.05675044650916008
[NII]6548,2.7965938788756133,0.2720810663978849
[NII]6583,8.38978163662684,0.2720810663978849
