,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.051,0.046,0.062,0.064,0.055
Continuum_2,0.043,0.041,0.053,0.055,0.047
Continuum_3,0.045,0.041,0.048,0.072,0.049
