,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,64.741,10.683,11.358,3.399,0.633
Green,23.677,67.681,23.597,2.046,0.256
Purple,0.005,11.791,37.264,0.000,0.000
Orange,11.541,9.792,27.531,88.214,9.317
Chocolate,0.037,0.054,0.249,6.341,89.794
