,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,17.489,0.015,0.001,0.000,0.000
Green,17.436,44.905,13.515,0.127,0.011
Purple,54.032,44.268,64.888,20.060,7.829
Orange,10.735,10.401,20.526,67.635,10.533
Chocolate,0.307,0.411,1.071,12.177,81.628
