,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,50.518,0.000,0.000,0.000,0.000
Green,0.027,28.619,0.001,0.000,0.000
Purple,40.890,57.668,77.696,14.639,9.932
Orange,3.305,5.704,10.137,69.840,7.651
Chocolate,5.261,8.009,12.165,15.521,82.417
