,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,7.396,0.003,0.001,0.000,0.000
Green,1.090,30.676,0.418,0.000,0.000
Purple,73.194,54.584,76.006,17.416,12.948
Orange,3.994,3.724,7.000,59.595,8.370
Chocolate,14.326,11.014,16.576,22.989,78.682
