,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,39.131,0.064,0.000,0.000,0.000
Green,0.329,23.558,0.082,0.000,0.000
Purple,50.075,61.636,76.894,17.571,12.073
Orange,4.030,6.153,10.532,61.408,9.851
Chocolate,6.435,8.589,12.492,21.021,78.077
