,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,62.010,11.615,11.347,3.521,0.760
Green,25.927,65.472,24.684,2.092,0.309
Purple,0.022,12.333,36.254,0.000,0.000
Orange,12.002,10.522,27.462,84.658,11.269
Chocolate,0.038,0.058,0.253,9.728,87.662
