,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,40.518,5.885,4.145,1.015,0.220
Green,2.939,47.574,8.342,0.000,0.000
Purple,53.762,43.608,79.766,29.249,6.717
Orange,2.777,2.919,7.666,60.326,4.926
Chocolate,0.005,0.013,0.080,9.411,88.137
