,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,64.616,9.777,11.367,3.308,0.503
Green,23.990,69.842,22.715,1.983,0.203
Purple,0.001,11.278,38.080,0.000,0.000
Orange,11.356,9.053,27.592,88.895,7.353
Chocolate,0.037,0.049,0.246,5.813,91.941
