,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,7.913,27.052,14.660,3.586,1.345,0.982,0.453,0.050,0.067
Continuum_2,7.452,22.706,13.563,1.214,1.180,0.673,0.163,0.052,0.050
Continuum_3,9.076,16.490,14.790,0.717,0.992,0.497,0.079,0.060,0.034
