,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,2.304,3.815,3.181,2.140,3.771,3.929,5.288,7.467,36.419,7.154,9.632,12.926,13.206,14.804,6.870,6.126,5.129,4.037,3.180,2.196,0.295,0.412,0.783,0.877,0.416,0.447,0.594,5.525,14.064,0.967,1.542,3.012,4.723,4.990,2.123,0.835,0.561,0.398,0.348,0.198,0.128,0.108,0.246,0.410,0.110,0.114,0.112,0.740,0.386,0.135,0.160,0.233,0.358,0.337,0.309,0.136,0.109,0.099,0.109,0.090
Continuum_2,3.229,4.974,7.556,8.670,4.958,5.408,6.603,10.922,33.324,10.323,13.724,18.864,21.986,18.902,17.088,9.946,7.184,5.495,4.277,3.294,0.275,0.384,0.597,0.773,0.404,0.448,0.559,3.016,18.125,1.015,1.389,2.718,4.451,6.020,2.431,0.989,0.627,0.423,0.372,0.245,0.085,0.077,0.079,0.089,0.081,0.083,0.085,0.276,0.544,0.098,0.101,0.144,0.202,0.318,0.142,0.099,0.087,0.077,0.087,0.074
Continuum_3,4.206,4.772,7.043,5.740,5.129,6.078,7.896,17.603,8.659,13.316,14.940,19.152,25.544,31.926,17.351,12.053,7.710,6.105,5.341,3.595,0.202,0.287,0.449,0.627,0.315,0.340,0.444,1.763,15.754,0.881,1.181,2.421,4.171,6.257,2.455,0.975,0.581,0.376,0.320,0.198,0.048,0.060,0.064,0.109,0.061,0.056,0.056,0.100,1.819,0.066,0.079,0.126,0.163,0.196,0.142,0.081,0.075,0.062,0.060,0.055
