,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3128,0.9744,0.0483,0.4722,0.1779
r_e,3.6602,4.9799,45.5828,3.0880,4.4720
n,0.9384,0.5031,1.8985,1.0463,1.1035
x_0,34.5059,51.1371,58.0000,66.4057,79.1253
