,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.2550,0.8187,0.0481,0.1516,0.0875
r_e,3.9351,4.8893,50.0000,4.7388,6.3952
n,0.8753,0.4974,1.6857,1.3913,1.5010
x_0,34.3081,51.1487,58.0000,66.4737,79.1562
