,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.6744,0.1528,11.5247,1.8711,0.3735
r_e,8.5773,81.3204,5.6228,5.2559,19.6083
n,1.5361,2.9778,0.2715,1.0037,1.5793
x_0,34.4320,51.4317,52.8431,66.4681,79.1395
