,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.1292,0.3683,1.0188,0.9728,0.0291
r_e error,1.1273,3.5188,15.2100,5.7631,39.2734
n error,0.2355,0.2644,1.0382,0.9207,0.8663
x_0 error,0.0913,0.5035,0.7284,0.1231,0.0853
