,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.1258,0.1118,0.5020,0.4766,0.0888
r_e error,1.3933,36.7983,0.0885,1.0073,3.3950
n error,0.1420,0.4892,0.0326,0.1806,0.1510
x_0 error,0.0907,0.1728,0.0938,0.1155,0.1460
