,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0749,0.0552,0.0426,0.3694,0.0604
r_e error,1.0407,0.3385,10.6185,13.9496,40.8571
n error,0.2925,0.0454,0.3380,6.5064,4.3009
x_0 error,0.0580,0.2114,0.4042,0.0265,0.0011
