,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.2210,0.6235,0.0459,0.1839,0.0188
r_e,3.7600,4.0697,46.1183,2.7794,24.3672
n,1.2171,0.5127,1.8566,1.6648,3.6661
x_0,35.8089,52.2544,59.7618,67.9805,81.1260
