,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.9865,0.9300,0.9521,0.3004,0.3014
r_e,6.1526,28.1130,32.3658,19.4907,28.4098
n,1.8138,2.8455,2.2228,2.8016,2.1240
x_0,34.7466,51.5791,57.7642,67.6227,80.4824
