,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.7654,3.0515,1.9608,3.2622,0.3457
r_e error,26.8409,33.4013,47.2485,17.1944,96.4514
n error,1.7948,2.3050,1.2941,2.4846,1.1881
x_0 error,0.2140,0.2458,0.3713,0.3230,0.3965
