,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,6.249,6.947,6.763,9.536,8.967
Continuum_2,7.294,9.144,9.569,15.902,11.861
Continuum_3,7.142,9.450,9.892,15.371,11.503
