Name,Flux,Error flux
Hgamma,0.08419262381567877,0.01363393708276993
Hbeta,0.26012027494778256,0.025717384071306526
Halpha,0.9881913769833636,0.02574314086630536
[SII]6716,0.1720510953239156,0.02179897756200391
[SII]6731,0.15739764641246967,0.029629296570108234
HeII4687,0.05202972205726212,0.021366511009585785
HeI5876,0.0,0.018254987492354675
[OIII]5007_d,0.15058793731157263,0.019027527333286352
[OI]6300_d,0.07548398820183022,0.01336016193417229
[NII]6583_d,0.6111059821291888,0.05223928956582042
