,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,4.3946,3.6360,4.1260,2.7764,6.7191
r_e,10.0000,2.3424,3.0000,12.3794,1.1951
n,0.6515,0.1000,0.2511,1.6413,0.1000
x_0,31.4673,39.7787,44.0346,59.2010,62.8248
