,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,4.2359,2.9859,1.7910,9.0122,1.8618
r_e,4.4714,0.9918,2.0364,5.4800,0.4211
n,1.5700,0.6871,0.5765,1.0724,2.5161
x_0,31.9737,40.5590,44.3710,60.6276,65.9257
