,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.2032,2.5269,4.3291,0.8158,13.5420
r_e,10.0000,3.0000,3.0000,23.6623,1.7624
n,1.0476,0.2138,0.4824,2.4449,0.3303
x_0,31.4673,37.7089,44.0108,60.1590,62.8248
