,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.133,0.317,0.260,0.096,0.025
Continuum_2,0.121,0.280,0.256,0.101,0.025
Continuum_3,0.107,0.248,0.248,0.099,0.023
