,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.014,0.019,0.016,0.012,0.009
Continuum_2,0.042,0.041,0.041,0.029,0.022
Continuum_3,0.015,0.019,0.016,0.011,0.009
