,SNR,Signal,Noise
Component_1,129.651,2.258,0.017
Component_2,128.293,5.078,0.040
Component_3,80.899,2.503,0.031
Component_4,58.755,1.849,0.031
Component_5,42.404,0.803,0.019
Component_6,103.603,3.780,0.036
Component_7,120.452,4.997,0.041
