Name,Chi squared,Dof,Chi reduced
Halpha,97.6849216378055,84,1.1629157337833989
Hbeta,21.666374535277697,84,0.25793303018187735
NII,21.328683715501967,84,0.2539129013750234
SII,11.225911823727394,84,0.1336418074253261
OIII,20.981349762908852,84,0.24977797336796254
Continuum 1,622.4323709614548,84,7.4099091781125574
Continuum 2,195.33571447969933,84,2.325425172377373
Continuum 3,150.90911059661516,84,1.7965370309120854
