,Component 1,Component 2,Component 3,Component 4
I_e,2.1033,0.8505,1.6378,0.2067
r_e,10.8129,89.0294,21.0708,46.1916
n,1.3985,1.3450,2.5462,2.3478
x_0,36.6872,47.4776,59.8110,73.4326
