,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,82.012,0.069,0.003,0.000,0.000
Green,0.240,78.790,45.926,0.500,0.000
Magenta,17.723,20.781,51.268,33.188,22.734
Orange,0.015,0.309,2.595,64.355,1.839
Chocolate,0.009,0.051,0.208,1.957,75.427
