,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,85.933,0.061,0.003,0.000,0.000
Green,0.311,80.654,44.533,0.467,0.000
Magenta,13.756,19.240,54.029,22.728,19.308
Orange,0.000,0.044,1.410,76.092,0.514
Chocolate,0.000,0.003,0.026,0.713,80.178
