,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,78.158,0.001,0.000,0.000,0.000
Green,0.000,56.133,20.234,0.001,0.000
Magenta,20.865,42.615,77.816,47.148,7.185
Orange,0.000,0.000,0.004,47.668,0.000
Chocolate,0.977,1.251,1.946,5.184,92.814
