,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,4.484,14.993,17.370,5.202,3.968
Continuum_2,7.803,20.031,20.526,13.422,9.835
Continuum_3,10.449,32.616,29.011,13.243,7.133
