,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,4.484,14.993,17.370,5.202,3.968,0.251,0.885,1.115,0.554,0.258,0.056,0.059,0.064,0.107,0.065
Continuum_2,7.803,20.031,20.526,13.422,9.835,0.251,0.952,0.975,0.421,0.216,0.032,0.048,0.048,0.031,0.022
Continuum_3,10.449,32.616,29.011,13.243,7.133,0.228,0.952,0.821,0.335,0.177,0.022,0.029,0.028,0.025,0.025
