Name,Flux,Error flux
Hgamma,0.1839137511272637,0.056953359656348415
Hbeta,0.6491247866741084,0.07591099202715594
Halpha,2.192548043690089,0.0885379003075942
[SII]6716,0.39161863293837057,0.04736741679128092
[SII]6731,0.22001738243283553,0.027532062053369947
HeII4687,0.017476718528052302,0.04660843922306974
HeI5876,0.0,0.05180237019370112
[OIII]5007_d,0.7468586790599941,0.09251959875888373
[OI]6300_d,0.0,0.05165967724768649
[NII]6583_d,0.992222251622925,0.11050099756457368
