,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,-0.793,-0.712,-0.555,-0.296,-0.062,0.237,3.105,26.729,33.739,21.972,14.036,18.641,8.653,2.089,0.213,-0.500,-0.464,-0.816,-1.183,-0.957
Continuum_2,2.005,2.302,2.716,2.701,3.105,3.432,8.656,35.785,37.650,23.105,17.279,23.736,11.166,5.519,3.596,2.581,2.158,1.692,1.331,1.621
Continuum_3,1.590,1.725,1.910,2.263,2.472,3.135,8.353,28.557,28.180,14.194,12.973,21.494,10.076,4.722,2.761,1.918,1.762,0.964,1.169,1.191
