,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,-0.027,-0.024,-0.019,-0.011,-0.002,0.009,0.111,1.788,2.614,0.976,0.559,0.835,0.327,0.069,0.007,-0.017,-0.016,-0.024,-0.040,-0.033
Continuum_2,0.047,0.050,0.056,0.063,0.072,0.083,0.199,1.908,2.659,0.942,0.546,0.889,0.333,0.128,0.076,0.055,0.052,0.036,0.030,0.036
Continuum_3,0.032,0.034,0.040,0.043,0.051,0.068,0.193,1.946,2.604,0.851,0.464,0.859,0.262,0.099,0.057,0.038,0.036,0.020,0.023,0.024
